question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
"What does a '0' value for a bit of the bitmap, provided by dormancyGroupOutsideActiveTime, indicate? [3GPP Release 17]",question 1425,Standards specifications,17,False,False,Option 3,option 3,option 4,264
What does the 5G system need to support for the tactile and multi-modal communication service? [3GPP Release 17],question 1426,Standards specifications,17,False,False,Option 3,option 3,option 2,265
What is the relative increase in cable loss per meter from 43.5 GHz to 71 GHz? [3GPP Release 18],question 1449,Standards specifications,18,False,False,Option 4,option 2,option 1,268
What is the polarization slant angle for a purely vertically polarized antenna element? [3GPP Release 18],question 1458,Standards specifications,18,False,False,Option 4,option 4,option 1,269
Which event notification is used to monitor the movement of candidate UEs in/out of the monitoring area? [3GPP Release 18],question 1479,Standards specifications,18,False,False,Option 1,option 1,option 4,275
What is the purpose of the HR-SBO PDU Session in roaming? [3GPP Release 18],question 1480,Standards specifications,18,False,False,Option 4,option 4,option 2,276
What does the UE ignore regarding cell access restrictions for cell reselection when camping on E-UTRA connected to 5GC? [3GPP Release 17],question 1508,Standards specifications,17,False,False,Option 1,option 1,option 2,280
What is a multi-modal communication service? [3GPP Release 17],question 1545,Standards specifications,17,False,False,Option 4,option 4,option 3,286
What is one of the challenges of energy saving schemes in the radio access network (RAN)? [3GPP Release 17],question 1550,Standards specifications,17,False,False,Option 5,option 5,option 1,287
What is the purpose of the WI 'OAM14-FILMEAS'? [3GPP Release 14],question 1583,Standards specifications,14,False,False,Option 5,option 5,option 1,294
What is the capacity of eNB-ID in a Macro eNB? [3GPP Release 14],question 1703,Standards specifications,14,False,False,Option 2,option 3,option 1,309
What is the function of a Base Transceiver Station (BTS)? [3GPP Release 17],question 1721,Standards specifications,17,False,False,Option 2,option 2,option 3,314
How is service continuity supported for specific slice(s)? [3GPP Release 17],question 1724,Standards overview,17,False,False,Option 3,option 4,option 1,315
What does the Location Service Request report provide? [3GPP Release 17],question 1728,Standards specifications,17,False,False,Option 4,option 1,option 2,316
Which of the following options is used by NWDAF to collect input data on the number of UEs registered in a S-NSSAI or S-NSSAI and NSI ID combination? [3GPP Release 18],question 1734,Standards specifications,18,False,False,Option 2,option 2,option 4,317
Which reference point is used to force traffic between a WLAN UE and PDG to go through the WAG? [3GPP Release 17],question 1750,Standards specifications,17,False,False,Option 4,option 4,option 5,319
What triggers the UE mobility and AF relocation? [3GPP Release 18],question 1758,Standards specifications,18,False,False,Option 1,option 2,option 3,321
What additional functions does the eNB support in case of SIPTO@LN with collocated L-GW? [3GPP Release 17],question 1855,Standards specifications,17,False,False,Option 4,option 4,option 2,336
When is the minimum applicable scheduling offset restriction applied? [3GPP Release 17],question 1918,Standards specifications,17,False,False,Option 5,option 2,option 1,346
What happens when the Target NF/NF Service triggers the NF/NF Service Context Transfer Pull procedure? [3GPP Release 18],question 1981,Standards specifications,18,False,False,Option 2,option 2,option 4,353
Which supplementary service is unaffected by the user's ability to undergo voice call continuity? [3GPP Release 18],question 1988,Standards specifications,18,False,False,Option 1,option 2,option 3,355
Which identity is used for UE identification temporarily used for scheduling during the random access procedure? [3GPP Release 17],question 2025,Standards specifications,17,False,False,Option 2,option 2,option 3,363
What is the purpose of the ISIM-specific information? [3GPP Release 18],question 2048,Standards specifications,18,False,False,Option 2,option 2,option 5,365
When does authentication (charging/billing network) occur in order to get access to services? [3GPP Release 18],question 2060,Standards specifications,18,False,False,Option 5,option 5,option 1,367
What is a Paging Occasion (PO)? [3GPP Release 17],question 2061,Standards specifications,17,False,False,Option 2,option 2,option 5,368
Which entity may redirect the AF to a local NEF? [3GPP Release 18],question 2106,Standards specifications,18,False,False,Option 3,option 1,option 4,378
What is the provision of services? [3GPP Release 18],question 2145,Standards specifications,18,False,False,Option 2,option 2,option 5,384
What two functionalities were introduced in the enhancement of the Dedicated Core Networks selection mechanism? [3GPP Release 14],question 2152,Standards overview,14,False,False,Option 2,option 2,option 1,386
What aspects of the Disaster Roaming service are specified in TS 22.011 and TS 22.261? [3GPP Release 17],question 2174,Standards overview,17,False,False,Option 2,option 2,option 5,390
Which frequency range should the channel model support? [3GPP Release 18],question 2185,Standards specifications,18,False,False,Option 3,option 4,option 5,392
What can a Target UE subscription profile specify? [3GPP Release 17],question 2214,Standards specifications,17,False,False,Option 5,option 5,option 1,402
What is a Premises Radio Access Station (PRAS)? [3GPP Release 17],question 2216,Standards specifications,17,False,False,Option 1,option 1,option 4,403
What is the purpose of the PDCCH-based power saving signal/channel for wake-up purpose? [3GPP Release 16],question 2254,Standards specifications,16,False,False,Option 2,option 2,option 5,407
What physical layer measurement quantity can be used for sidelink? [3GPP Release 17],question 2268,Standards specifications,17,False,False,Option 1,option 1,option 3,411
What type of bearer is used for IMS Signalling and IMS voice in the NSA architecture? [3GPP Release 15],question 2278,Standards overview,15,False,False,Option 4,option 4,option 2,413
What is the responsibility of the NG-RAN regarding the maximum UP integrity protection data rate? [3GPP Release 18],question 2352,Standards specifications,18,False,False,Option 2,option 4,option 3,422
How is the SCG of the UE suspended in RRC_INACTIVE state? [3GPP Release 17],question 2355,Standards specifications,17,False,False,Option 1,option 1,option 5,423
What authentication method does the 5G system support for legacy non-3GPP devices accessing a 5G LAN-VN? [3GPP Release 17],question 2367,Standards specifications,17,False,False,Option 4,option 4,option 3,427
What are the power components recommended to be considered for RRM measurement power saving evaluation in the CONNECTED state? [3GPP Release 16],question 2382,Standards specifications,16,False,False,Option 2,option 2,option 5,430
Which entities are dedicated for interworking between 5GS and EPC? [3GPP Release 18],question 2396,Standards specifications,18,False,False,Option 1,option 3,option 2,432
What is the function of the Home Subscriber Server (HSS)? [3GPP Release 17],question 2408,Standards specifications,17,False,False,Option 2,option 4,option 1,435
What is the purpose of N19-based traffic forwarding? [3GPP Release 18],question 2523,Standards specifications,18,False,False,Option 5,option 3,option 1,459
What can the NW configure for NES-capable UEs? [3GPP Release 18],question 2533,Standards specifications,18,False,False,Option 4,option 4,option 3,460
What is the polarization of a single polarized antenna? [3GPP Release 17],question 2537,Standards specifications,17,False,False,Option 1,option 4,option 2,461
What is the purpose of the Flow Based Charging (FBC) in 5G? [3GPP Release 15],question 2590,Standards overview,15,False,False,Option 3,option 2,option 4,466
What is the main function of a Radio Network Controller (RNC)? [3GPP Release 17],question 2652,Standards specifications,17,False,False,Option 4,option 4,option 1,474
What control mechanism allows/prevents UEs from accessing the network based on their capabilities? [3GPP Release 18],question 2666,Standards specifications,18,False,False,Option 2,option 2,option 3,477
How does a Multi-USIM UE modify the timing of paging occasions in 5GS? [3GPP Release 17],question 2782,Standards overview,17,False,False,Option 1,option 5,option 2,492
What is the purpose of the periodic CSI-RS resource configuration indexes? [3GPP Release 17],question 2783,Standards specifications,17,False,False,Option 2,option 3,option 1,493
How is the starting position of a bandwidth part defined? [3GPP Release 17],question 2788,Standards specifications,17,False,False,Option 1,option 1,option 4,494
What is the purpose of NWDAF in the 5G system architecture? [3GPP Release 18],question 2835,Standards specifications,18,False,False,Option 3,option 3,option 1,500
What factors are considered when deciding on service delivery? [3GPP Release 18],question 2898,Standards specifications,18,False,False,Option 5,option 5,option 4,508
How do non-supporting UEs handle the broadcast system information in a shared network? [3GPP Release 17],question 2947,Standards specifications,17,False,False,Option 3,option 2,option 4,514
What does the QoE measurement configuration received from OAM or CN encapsulated in? [3GPP Release 14],question 2977,Standards specifications,14,False,False,Option 1,option 3,option 5,518
How does the RNC indicate the UE selected core network operator to the CN for supporting UEs? [3GPP Release 17],question 3046,Standards specifications,17,False,False,Option 5,option 1,option 3,530
When does a UE start and stop PDCCH monitoring according to search space sets with different group indexes? [3GPP Release 17],question 3072,Standards specifications,17,False,False,Option 1,option 3,option 5,537
What information is incorporated into the CDRs produced by IMS network elements for inter operator accounting purposes? [3GPP Release 18],question 3103,Standards specifications,18,False,False,Option 1,option 3,option 2,543
What does the NEF (PFDF) do after determining whether to create/update/delete PFDs? [3GPP Release 18],question 3108,Standards specifications,18,False,False,Option 4,option 4,option 2,545
What conditions must be met for voice call continuity during emergency calls? [3GPP Release 18],question 3143,Standards specifications,18,False,False,Option 2,option 2,option 1,550
What does the NG-RAN do immediately following step 1a of the Connection Inactive procedure? [3GPP Release 18],question 3189,Standards specifications,18,False,False,Option 2,option 2,option 1,552
Who decides on the service delivery in a roaming scenario? [3GPP Release 18],question 3216,Standards specifications,18,False,False,Option 1,option 4,option 3,554
What is one major limitation of Release 15 in 5GC that Release 16 Network Slicing addresses? [3GPP Release 16],question 3222,Standards overview,16,False,False,Option 2,option 2,option 1,556
What controls the additional behavior of the SMF for 3GPP PS Data Off? [3GPP Release 18],question 3236,Standards specifications,18,False,False,Option 2,option 2,option 1,559
What is the purpose of the S8HR architecture for VoLTE roaming? [3GPP Release 14],question 3249,Standards overview,14,False,False,Option 1,option 1,option 4,560
How can UE power saving be enabled by relaxing measurements for RLM/BFD? [3GPP Release 17],question 3256,Standards overview,17,False,False,Option 1,option 1,option 3,562
What is the purpose of the IM-GSN in a GLR-equipped VPLMN? [3GPP Release 17],question 3294,Standards specifications,17,False,False,Option 1,option 1,option 3,570
What is the impact of mobility between a 5G core network and an EPC (4G) on the user experience? [3GPP Release 15],question 3297,Standards overview,15,False,False,Option 1,option 1,option 3,571
Which specification defines Lawful Interception functionality? [3GPP Release 18],question 3309,Standards specifications,18,False,False,Option 2,option 3,option 4,572
"In addition to 5G-based Ethernet links, what other ethernet transports should the 3GPP system support clock synchronization for high performance Ethernet applications? [3GPP Release 19]",question 3316,Standards specifications,19,False,False,Option 3,option 3,option 4,574
In which case is the HARQ-ACK message transmitted on PUCCH? [3GPP Release 17],question 3342,Standards specifications,17,False,False,Option 1,option 1,option 2,578
How does the UE determine the p0-PUCCH-Value value if it is not provided any of pdsch-HARQ-ACK-Codebook? [3GPP Release 17],question 3352,Standards specifications,17,False,False,Option 5,option 5,option 3,580
How does the NWDAF provide new analytics to the NF in continuous reporting? [3GPP Release 18],question 3391,Standards specifications,18,False,False,Option 2,option 5,option 1,588
Which specifications describe the access technologies offered by the BSS? [3GPP Release 17],question 3409,Standards specifications,17,False,False,Option 2,option 1,option 3,593
What does the demodulation enhancement feature in LTE enable the UE to do? [3GPP Release 14],question 3434,Standards specifications,14,False,False,Option 3,option 4,option 2,598
Which evaluation method is considered as the baseline? [3GPP Release 18],question 3439,Standards specifications,18,False,False,Option 3,option 3,option 2,599
What is the typical height at which the BSs are mounted in the indoor scenario? [3GPP Release 18],question 3447,Standards specifications,18,False,False,Option 4,option 4,option 3,601
Which of the following physical signals are used by the physical layer but do not carry information originating from higher layers? [3GPP Release 17],question 3473,Standards specifications,17,False,False,Option 4,option 1,option 3,607
Which protocol stack is used for the S5 interface? [3GPP Release 17],question 3474,Standards specifications,17,False,False,Option 4,option 4,option 5,608
What is the purpose of the work item 5G_HYPOS? [3GPP Release 16],question 3488,Standards overview,16,False,False,Option 5,option 5,option 1,612
What information triggers the activation or deactivation of access stratum time distribution for a UE? [3GPP Release 18],question 3527,Standards specifications,18,False,False,Option 4,option 4,option 3,614
When is the SN Modification Confirm message sent to the MN? [3GPP Release 17],question 3547,Standards specifications,17,False,False,Option 3,option 3,option 1,618
Which protocol(s) crossing the Rf reference point should support real-time transactions? [3GPP Release 18],question 3558,Standards specifications,18,False,False,Option 4,option 2,option 3,621
What is the definition of a resource unit for multi-tone NPUSCH with UL-SCH transmission? [3GPP Release 17],question 3559,Standards specifications,17,False,False,Option 4,option 5,option 3,622
How are charges paid to the adjacent party in the settlement of charges? [3GPP Release 18],question 3569,Standards specifications,18,False,False,Option 2,option 2,option 5,625
What does the 5G LAN VN group service charging specify? [3GPP Release 17],question 3572,Standards overview,17,False,False,Option 1,option 1,option 3,628
What does the NWDAF notify in the procedure of providing PDU Session traffic analytics? [3GPP Release 18],question 3585,Standards specifications,18,False,False,Option 4,option 1,option 2,631
What is the duration of a frame? [3GPP Release 17],question 3597,Standards specifications,17,False,False,Option 1,option 1,option 3,634
What information shall be provided to the LCS client? [3GPP Release 17],question 3615,Standards specifications,17,False,False,Option 4,option 4,option 1,639
What release cause is indicated when the UE fails the mobility from NR procedure? [3GPP Release 17],question 3630,Standards specifications,17,False,False,Option 4,option 4,option 3,641
How many DL HARQ processes are introduced for UEs supporting full-duplex FDD operation? [3GPP Release 14],question 3722,Standards overview,14,False,False,Option 8,option 2,option 3,654
What is the capacity of Cell-ID in an eNB? [3GPP Release 14],question 3740,Standards specifications,14,False,False,Option 1,option 3,option 4,657
How can a UE be indicated to transmit a PSFCH with HARQ-ACK information? [3GPP Release 17],question 3751,Standards specifications,17,False,False,Option 2,option 2,option 4,660
What is the purpose of the Work Item 'Enhancement of Private Network support for NG-RAN'? [3GPP Release 17],question 3787,Standards overview,17,False,False,Option 4,option 4,option 5,665
What is the main purpose of the 5G system in supporting cyber-physical control applications using wireless indirect network connection? [3GPP Release 19],question 3788,Standards specifications,19,False,False,Option 3,option 3,option 2,666
"When a UE performs simultaneous SL and UL transmissions, which link has higher priority? [3GPP Release 17]",question 3793,Standards specifications,17,False,False,Option 3,option 3,option 4,667
Which field is ignored by UEs supporting crs-IntfMitig while crs-IntfMitigEnabled is included in SIB1? [3GPP Release 17],question 3813,Standards specifications,17,False,False,Option 3,option 3,option 4,670
What is the indication for a restriction on emergency calls? [3GPP Release 17],question 3844,Standards specifications,17,False,False,Option 1,option 1,option 5,679
What is the purpose of EAS Relocation on Release 16 capabilities? [3GPP Release 18],question 3853,Standards specifications,18,False,False,Option 3,option 3,option 4,683
What is the inter RAT mobility characteristic of handover from E-UTRA to NR? [3GPP Release 17],question 3883,Standards specifications,17,False,False,Option 2,option 1,option 4,688
What does SIPTO@LN stand for? [3GPP Release 17],question 3906,Standards specifications,17,False,False,Option 3,option 3,option 2,690
What is the redundancy version number used for the initial transmission or autonomous retransmission of an initial transport block for a PUSCH transmission? [3GPP Release 17],question 3918,Standards specifications,17,False,False,Option 0,,option 1,693
What is specified in TS 24.588 related to V2X services? [3GPP Release 17],question 3937,Standards overview,17,False,False,Option 3,option 3,option 2,697
What happens when a call undergoes voice call continuity and becomes barred in the target domain/system? [3GPP Release 18],question 3964,Standards specifications,18,False,False,Option 2,option 2,option 3,703
What does the Nchf_ConvergedCharging service Create Operation achieve for SMS Charging in the 5G System Architecture Phase 1? [3GPP Release 15],question 4036,Standards overview,15,False,False,Option 3,option 3,option 1,717
When does the TSCTSF control the (g)PTP-based time synchronization service without AF request? [3GPP Release 18],question 4037,Standards specifications,18,False,False,Option 4,option 4,option 2,718
What message is sent by the MS to the network to request the release of a GMM context? [3GPP Release 18],question 4081,Standards specifications,18,False,False,Option 2,option 2,option 1,727
Which document specifies the MUSIM-specific rejection cause for EPS? [3GPP Release 17],question 4089,Standards overview,17,False,False,Option 1,option 3,option 5,730
Which feature was introduced in Rel-15 to improve transmission reliability in Carrier Aggregation (CA) for mode-4? [3GPP Release 15],question 4117,Standards overview,15,False,False,Option 5,option 5,option 3,737
What are examples of management services that can be produced by an entity in a mobile network? [3GPP Release 17],question 4146,Standards specifications,17,False,False,Option 4,option 4,option 2,740
What additional function does the MME support in case of SIPTO@LN with stand-alone gateway? [3GPP Release 17],question 4181,Standards specifications,17,False,False,Option 3,option 3,option 5,742
What measurements does the UE need to make in RRC_IDLE mode for E-CID? [3GPP Release 14],question 4234,Standards overview,14,False,False,Option 3,option 3,option 1,750
How is power saving enabled during active-time? [3GPP Release 17],question 4242,Standards specifications,17,False,False,Option 4,option 2,option 1,753
What is the purpose of the MPS system? [3GPP Release 18],question 4282,Standards specifications,18,False,False,Option 2,option 2,option 1,758
Which carrier has the highest cell reselection priority for sidelink operation? [3GPP Release 17],question 4293,Standards specifications,17,False,False,Option 2,option 2,option 1,759
Which group focuses on defining and parameterizing emerging usage scenarios for mmWave propagation channels? [3GPP Release 17],question 4314,Standards specifications,17,False,False,Option 2,option 2,option 5,765
What is the role of the Master RAN Node in Dual Connectivity? [3GPP Release 18],question 4328,Standards specifications,18,False,False,Option 5,option 5,option 3,768
What criteria are considered for network broadcast capacity assignment? [3GPP Release 18],question 4372,Standards specifications,18,False,False,Option 3,option 3,option 1,777
How is the relationship between radiation field and power pattern defined in general? [3GPP Release 17],question 4397,Standards specifications,17,False,False,Option 4,option 4,option 2,780
What does the eNodeB use the selected core network information for? [3GPP Release 17],question 4401,Standards specifications,17,False,False,Option 3,option 3,option 4,782
What is the purpose of the TRMS metric in LTE? [3GPP Release 14],question 4431,Standards specifications,14,False,False,Option 3,option 2,option 1,785
What transmission technique is used to multiplex transport channels using MBSFN and non-MBSFN transmission? [3GPP Release 17],question 4468,Standards specifications,17,False,False,Option 4,option 4,option 3,790
What is the potential impact of UE/TRP PCO errors on NR carrier phase positioning accuracy? [3GPP Release 18],question 4548,Standards specifications,18,False,False,Option 2,option 2,option 5,806
What are the TDL models used for? [3GPP Release 17],question 4581,Standards specifications,17,False,False,Option 1,option 1,option 3,813
Which interface is used to forward short messages in the network with the GLR in case of SMS transfer over GPRS? [3GPP Release 17],question 4620,Standards specifications,17,False,False,Option 2,option 2,option 4,822
Which signaling procedure is introduced to support SL Positioning? [3GPP Release 18],question 4632,Standards specifications,18,False,False,Option 2,option 2,option 5,823
What are the main control functions of automated control systems? [3GPP Release 19],question 4677,Standards specifications,19,False,False,Option 2,option 2,option 1,831
What is the purpose of MBMS-APIs? [3GPP Release 14],question 4683,Standards overview,14,False,False,Option 2,option 2,option 1,834
What does BA stand for in the context of RRC? [3GPP Release 18],question 4687,Standards specifications,18,False,False,Option 3,option 3,option 5,835
What mobility is supported in handover with SRVCC operation? [3GPP Release 18],question 4688,Standards specifications,18,False,False,Option 5,option 1,option 3,836
What is the limitation of indirect data forwarding for the user plane in inter-System data forwarding from EPS to 5GS? [3GPP Release 17],question 4718,Standards specifications,17,False,False,Option 5,option 1,option 3,840
What does a UE monitor for detection of DCI format 0_0 or DCI format 1_0 with CRC scrambled by C-RNTI for scheduling respective PUSCH transmissions or PDSCH receptions? [3GPP Release 17],question 4762,Standards specifications,17,False,False,Option 1,option 5,option 4,845
What is included in the cancellation of a PUSCH transmission for a serving cell? [3GPP Release 17],question 4803,Standards specifications,17,False,False,Option 3,option 4,option 1,851
What is the purpose of the Network notification objective introduced by MUSIM for LTE/NR? [3GPP Release 17],question 4812,Standards overview,17,False,False,Option 2,option 2,option 4,852
Which of the following is NOT supported by PDCP packet duplication? [3GPP Release 15],question 4881,Standards overview,15,False,False,Option 1,option 1,option 3,864
What is the role of Management Data Analytics Service (MDAS) in the MDA? [3GPP Release 17],question 4893,Standards specifications,17,False,False,Option 2,option 2,option 1,865
Which entity takes precedence in determining the User Plane Security Policy? [3GPP Release 18],question 4918,Standards specifications,18,False,False,Option 1,option 1,option 4,869
Which delivery option(s) are available in Data Delivery via the DCCF or NWDAF? [3GPP Release 18],question 4931,Standards specifications,18,False,False,Option 3,option 3,option 1,872
What does NWDAF provide to consumer NF or OAM based on the collected network data? [3GPP Release 18],question 4946,Standards specifications,18,False,False,Option 2,option 2,option 5,874
What is the behavior of a mobile station in the MM IDLE state with service state NO IMSI? [3GPP Release 18],question 4958,Standards specifications,18,False,False,Option 4,option 4,option 2,877
What is the minimum requirement for OTA occupied bandwidth for each carrier? [3GPP Release 18],question 4992,Standards specifications,18,False,False,Option 1,option 3,option 2,882
Which state exists when the network has received an answer but the network has not yet awarded the call? [3GPP Release 18],question 5003,Standards specifications,18,False,False,Option 2,option 2,option 1,884
How can UE power saving be achieved in RRC_IDLE/RRC_INACTIVE? [3GPP Release 17],question 5034,Standards specifications,17,False,False,Option 3,option 3,option 2,887
Which measurements are performed for intra- and inter-frequency handover? [3GPP Release 17],question 5056,Standards specifications,17,False,False,Option 4,option 4,option 2,888
In what market sector are 3GPP networks expected to become an important tool? [3GPP Release 17],question 5067,Standards specifications,17,False,False,Option 4,option 5,option 2,892
Which of the following is true about cell reselection between NR RRC_IDLE and E-UTRA RRC_IDLE? [3GPP Release 17],question 5087,Standards specifications,17,False,False,Option 1,option 1,option 3,898
What message does the UE respond with after receiving the RRCSetup message? [3GPP Release 17],question 5091,Standards specifications,17,False,False,Option 1,option 1,option 3,899
What is AKMA in the context of 5G security? [3GPP Release 17],question 5108,Standards overview,17,False,False,Option 4,option 4,option 2,900
What does the SMF do before retrieving PFDs from the NEF (PFDF)? [3GPP Release 18],question 5135,Standards specifications,18,False,False,Option 4,option 3,option 2,905
What control does the UE subscriber have over privacy for value-added services? [3GPP Release 17],question 5244,Standards specifications,17,False,False,Option 2,option 2,option 3,923
What does the NWDAF provide in the response or notification on 'QoS Sustainability'? [3GPP Release 18],question 5247,Standards specifications,18,False,False,Option 5,option 5,option 3,925
What does the UE CONTEXT MODIFICATION REQUEST message include in the intra-CU topology adaptation procedure in SA? [3GPP Release 17],question 5255,Standards specifications,17,False,False,Option 2,option 5,option 1,926
What is the purpose of the enhancement of the 3GPP management system? [3GPP Release 16],question 5318,Standards overview,16,False,False,Option 5,option 3,option 4,933
What does the UE assume about the DL PRS from the serving cell? [3GPP Release 17],question 5325,Standards specifications,17,False,False,Option 1,option 1,option 2,935
Where is the PCI Optimization Function specified? [3GPP Release 17],question 5379,Standards specifications,17,False,False,Option 4,option 2,option 3,941
What is used for power control in sidelink? [3GPP Release 17],question 5392,Standards specifications,17,False,False,Option 2,option 2,option 4,945
What is the purpose of the X2 interface in Dual Connectivity? [3GPP Release 17],question 5416,Standards specifications,17,False,False,Option 2,option 2,option 1,947
Which state exists when the mobile station has received an indication that remote user alerting has been initiated? [3GPP Release 18],question 5445,Standards specifications,18,False,False,Option 3,option 3,option 1,951
What is the symbol duration determined by a UE for PDCCH monitoring? [3GPP Release 17],question 5496,Standards specifications,17,False,False,Option 2,option 2,option 1,967
